volume,close,returns,vix_close,credit_spreads_high_yield_spread,growth_nonfarm_payrolls,growth_unemployment_rate,growth_manufacturing_capacity_util,growth_industrial_production,growth_retail_sales,growth_gdp,growth_consumer_sentiment,inflation_cpi,inflation_breakeven_5y,liquidity_m2_money_supply,liquidity_ted_spread,market_dxy,market_tips_10y,market_gdp_nowcast,market_wti_crude,yield_curve_treasury_2y,yield_curve_treasury_10y,yield_curve_yield_spread_10y_2y,yield_curve_fed_funds_rate,lagged_vol,target_vol,abs_return
80047,2.374,-0.017950805533869577,16.09000015258789,4.48,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.59,14704.4,0.17,116.03,0.37,1.3334,51.57,1.83,2.12,0.29,2.39,0.015942035581344976,0.014605374210035112,0.017950805533869577
122540,2.336,-0.016136231221495788,15.930000305175781,4.42,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.58,14704.4,0.17,115.9771,0.39,1.3334,52.59,1.88,2.12,0.24,2.39,0.014605374210035112,0.014068723138862689,0.016136231221495788
74181,2.337,0.00042799059074048886,16.299999237060547,4.37,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.61,14704.4,0.22,115.7368,0.35,1.3334,53.95,1.85,2.09,0.24,2.39,0.014068723138862689,0.01598179435909065,0.00042799059074048886
64971,2.366,0.014474497067949175,15.9399995803833,4.23,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.6,14704.4,0.2,115.5001,0.42,1.3334,53.33,1.9,2.15,0.25,2.39,0.01598179435909065,0.016686501016976815,0.014474497067949175
78948,2.403,0.015517191198136888,15.989999771118164,4.2,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.57,14704.4,0.23,115.3794,0.43,1.3334,53.3,1.93,2.15,0.22,2.39,0.016686501016976815,0.015592353802661142,0.015517191198136888
59052,2.377,-0.01087876837627509,15.90999984741211,4.22,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.53,14704.4,0.24,115.438,0.42,1.3334,51.13,1.88,2.13,0.25,2.39,0.015592353802661142,0.015203864465509049,0.01087876837627509
97421,2.337,-0.016971132821335798,15.819999694824219,4.24,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.51,14704.4,0.27,115.6275,0.42,1.3334,52.38,1.83,2.1,0.27,2.39,0.015203864465509049,0.017629806687360867,0.016971132821335798
78497,2.388,0.02158813997363462,15.279999732971191,4.23,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.48,14704.4,0.25,115.9057,0.46,1.3334,52.47,1.84,2.09,0.25,2.39,0.017629806687360867,0.016401615196350215,0.02158813997363462
55850,2.377,-0.010046128861059302,15.350000381469727,4.23,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.45,14704.4,0.24,115.9684,0.48,1.3334,51.94,1.86,2.09,0.23,2.39,0.016401615196350215,0.016187683958993677,0.010046128861059302
69641,2.334,-0.018255654513692526,15.149999618530273,4.14,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.49,14704.4,0.22,115.8797,0.42,1.3334,53.86,1.86,2.06,0.2,2.39,0.016187683958993677,0.01616911031783237,0.018255654513692526
76659,2.283,-0.022093166316705815,14.329999923706055,4.16,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.53,14704.4,0.26,115.7889,0.36,1.3334,53.74,1.74,2.03,0.29,2.39,0.01616911031783237,0.017731977158740073,0.022093166316705815
103350,2.209,-0.03295044310967829,14.75,4.03,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.58,14704.4,0.25,114.8046,0.27,1.3334,56.88,1.72,2.01,0.29,2.39,0.017731977158740073,0.016313430285634988,0.03295044310967829
38220,2.197,-0.0054471310355070045,15.399999618530273,3.95,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.6,14704.4,0.28,114.8377,0.34,1.3334,57.35,1.77,2.07,0.3,2.39,0.016313430285634988,0.026004004840049173,0.0054471310355070045
96104,2.278,0.04122447527064355,15.260000228881836,4.0,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.57,14704.4,0.25,114.6559,0.31,1.3334,57.73,1.72,2.02,0.3,2.39,0.026004004840049173,0.023531094342219228,0.04122447527064355
91525,2.27,-0.0035180335316790613,16.280000686645508,4.09,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.52,14704.4,0.24,114.6363,0.33,1.3334,57.63,1.71,2.0,0.29,2.39,0.023531094342219228,0.021296236717362135,0.0035180335316790613
96835,2.269,-0.0004406256956065683,16.209999084472656,4.05,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.56,14704.4,0.23,114.5608,0.35,1.3334,59.17,1.77,2.05,0.28,2.39,0.021296236717362135,0.022103859335628147,0.0004406256956065683
86299,2.326,0.024810848298767882,15.819999694824219,4.09,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.53,14704.4,0.23,114.665,0.33,1.3334,59.18,1.74,2.01,0.27,2.39,0.022103859335628147,0.02021299439548149,0.024810848298767882
83469,2.316,-0.004308494385723955,15.079999923706055,4.07,150618.0,3.6,77.3386,102.392,504741.0,21397.938,100.0,255.296,1.53,14704.4,0.24,114.5821,0.31,1.3334,58.2,1.75,2.0,0.25,2.39,0.02021299439548149,0.020963884077251492,0.004308494385723955
112618,2.265,-0.023561299338397235,14.0600004196167,3.99,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.53,14886.8,0.17,114.7239,0.34,1.6752,58.91,1.78,2.03,0.25,2.4,0.020963884077251492,0.01911619521802689,0.023561299338397235
75335,2.245,-0.008869237740779773,12.930000305175781,4.04,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.5,14886.8,0.16,114.8258,0.33,1.6752,56.0,1.77,1.98,0.21,2.4,0.01911619521802689,0.019568830598299013,0.008869237740779773
64601,2.287,0.01853539384642645,12.569999694824219,4.02,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.51,14886.8,0.13,114.8135,0.31,1.6752,57.06,1.77,1.96,0.19,2.4,0.019568830598299013,0.02626693694336323,0.01853539384642645
165323,2.398,0.047831491232703555,13.279999732971191,3.98,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.55,14886.8,0.13,115.1132,0.35,1.6752,57.06,1.87,2.04,0.17,2.4,0.02626693694336323,0.02563422167893263,0.047831491232703555
101281,2.399,-0.014894772676995611,13.960000038146973,4.0,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.55,14886.8,0.13,115.0254,0.35,1.6752,57.35,1.88,2.05,0.17,2.4,0.02563422167893263,0.02336763423983124,0.014894772676995611
106786,2.427,0.011603942886906806,14.09000015258789,4.03,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.56,14886.8,0.13,115.1017,0.36,1.6752,57.57,1.92,2.07,0.15,2.4,0.02336763423983124,0.021230011320550843,0.011603942886906806
107898,2.453,0.010655838531887748,13.029999732971191,4.01,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.59,14886.8,0.19,115.0879,0.33,1.6752,60.28,1.82,2.07,0.25,2.4,0.021230011320550843,0.022002970297437394,0.010655838531887748
123064,2.405,-0.019761861718627753,12.930000305175781,4.0,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.63,14886.8,0.18,114.8361,0.36,1.6752,59.93,1.85,2.13,0.28,2.4,0.022002970297437394,0.021490838016994505,0.019761861718627753
85693,2.458,0.02179810758611874,12.390000343322754,4.02,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.62,14886.8,0.22,114.7685,0.35,1.6752,59.99,1.84,2.12,0.28,2.4,0.021490838016994505,0.021396268677730555,0.02179810758611874
85513,2.403,-0.016508835521271522,12.680000305175781,4.0,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.61,14886.8,0.19,114.6819,0.32,1.6752,59.3,1.83,2.09,0.26,2.4,0.021396268677730555,0.02452807380291915,0.016508835521271522
98412,2.319,-0.035581898480937346,12.859999656677246,3.96,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.63,14886.8,0.2,115.0111,0.33,1.6752,57.44,1.87,2.13,0.26,2.4,0.02452807380291915,0.022212942639703633,0.035581898480937346
85968,2.313,-0.002590675024092395,13.970000267028809,4.01,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.6,14886.8,0.21,114.8819,0.31,1.6752,56.5,1.83,2.06,0.23,2.4,0.022212942639703633,0.020142005510013525,0.002590675024092395
85913,2.294,-0.008248364542123264,13.529999732971191,4.11,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.6,14886.8,0.27,114.8744,0.25,1.6752,55.08,1.77,2.04,0.27,2.4,0.020142005510013525,0.01892891346551365,0.008248364542123264
52808,2.253,-0.01803435725707152,14.449999809265137,4.07,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.6,14886.8,0.24,114.8695,0.25,1.6752,55.42,1.8,2.05,0.25,2.4,0.01892891346551365,0.01917201672113258,0.01803435725707152
67592,2.309,0.013516665347368043,13.529999732971191,4.06,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.59,14886.8,0.24,115.0018,0.26,1.6752,55.87,1.8,2.05,0.25,2.4,0.01917201672113258,0.017387792596051964,0.013516665347368043
33253,2.293,-0.00695352649659088,12.609999656677246,3.99,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.61,14886.8,0.26,115.2995,0.27,1.6752,56.58,1.83,2.08,0.25,2.4,0.017387792596051964,0.018583717297768317,0.00695352649659088
50637,2.228,-0.028756681810729788,12.069999694824219,3.98,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.59,14886.8,0.22,115.2436,0.26,1.6752,55.9,1.83,2.05,0.22,2.4,0.018583717297768317,0.01702169956626826,0.028756681810729788
72231,2.223,-0.002246687082978209,12.739999771118164,3.93,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.6,14886.8,0.2,115.2982,0.28,1.6752,55.88,1.86,2.08,0.22,2.4,0.01702169956626826,0.018513576091129403,0.002246687082978209
115547,2.151,-0.03292478469646662,12.15999984741211,3.89,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.57,14886.8,0.19,115.5449,0.3,1.6752,56.04,1.86,2.08,0.22,2.4,0.018513576091129403,0.016873202077873614,0.03292478469646662
106593,2.118,-0.017318476376496306,12.829999923706055,3.93,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.57,14886.8,0.19,115.5885,0.29,1.6752,56.85,1.85,2.06,0.21,2.4,0.016873202077873614,0.01800463583893382,0.017318476376496306
63786,2.14,0.010333581854545616,13.9399995803833,3.97,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.58,14886.8,0.21,115.6211,0.28,1.6752,58.04,1.85,2.06,0.21,2.4,0.01800463583893382,0.02664652979233794,0.010333581854545616
151830,2.234,0.04298787161324872,16.1200008392334,3.93,150937.0,3.7,77.1189,101.9408,509091.0,21717.171,98.4,255.802,1.56,14886.8,0.23,115.4946,0.26,1.6752,58.53,1.89,2.02,0.13,2.4,0.02664652979233794,0.02677658619944954,0.04298787161324872
169941,2.172,-0.028145298575319923,17.8700008392334,4.1,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.47,14974.4,0.26,116.0499,0.2,1.6752,53.64,1.73,1.9,0.17,2.13,0.02677658619944954,0.024539494475840355,0.028145298575319923
137265,2.141,-0.014375392464143308,17.610000610351562,4.19,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.45,14974.4,0.22,116.1864,0.2,1.6752,55.67,1.72,1.86,0.14,2.13,0.024539494475840355,0.02225735890222328,0.014375392464143308
108564,2.08,-0.0024009615375381503,24.59000015258789,4.53,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.39,14974.4,0.21,116.5851,0.15,1.6752,54.63,1.59,1.75,0.16,2.13,0.02225735890222328,0.021373163149053735,0.0024009615375381503
94416,2.105,0.011947573421117982,20.170000076293945,4.46,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.4,14974.4,0.18,116.6904,0.11,1.6752,53.6,1.6,1.73,0.13,2.13,0.021373163149053735,0.01934646297758034,0.011947573421117982
80685,2.096,-0.004284700675548958,19.489999771118164,4.52,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.38,14974.4,0.2,116.7987,0.09,1.6752,51.14,1.59,1.71,0.12,2.13,0.01934646297758034,0.01809980935179626,0.004284700675548958
94964,2.114,0.008551120989249997,16.90999984741211,4.31,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.43,14974.4,0.2,116.474,0.07,1.6752,52.6,1.62,1.72,0.1,2.13,0.01809980935179626,0.016642550922588092,0.008551120989249997
76928,2.128,0.0066006840313520936,17.969999313354492,4.31,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.44,14974.4,0.22,116.4419,0.08,1.6752,54.41,1.63,1.74,0.11,2.13,0.016642550922588092,0.016001205166676514,0.0066006840313520936
62986,2.103,-0.012757083000770886,21.09000015258789,4.4,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.39,14974.4,0.22,116.7548,0.04,1.6752,54.98,1.58,1.65,0.07,2.13,0.016001205166676514,0.01879956760650973,0.012757083000770886
84383,2.162,0.027668822496453596,17.520000457763672,4.25,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.44,14974.4,0.2,116.7267,0.05,1.6752,57.05,1.66,1.68,0.02,2.13,0.01879956760650973,0.017037667938356395,0.027668822496453596
70204,2.164,0.0009246417672186849,22.100000381469727,4.49,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.36,14974.4,0.25,117.0913,0.02,1.6752,55.16,1.58,1.59,0.01,2.13,0.017037667938356395,0.01801504590559239,0.0009246417672186849
122757,2.221,0.025999183928055357,21.18000030517578,4.52,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.34,14974.4,0.25,117.2239,-0.02,1.6752,54.51,1.48,1.52,0.04,2.13,0.01801504590559239,0.01751794603266699,0.025999183928055357
62925,2.202,-0.008591506611802201,18.469999313354492,4.47,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.34,14974.4,0.31,117.0786,0.01,1.6752,54.83,1.48,1.55,0.07,2.13,0.01751794603266699,0.01610415291615068,0.008591506611802201
78971,2.202,0.011418256048077688,16.8799991607666,4.36,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.36,14974.4,0.25,117.3886,0.04,1.6752,56.24,1.53,1.6,0.07,2.13,0.01610415291615068,0.014590733504298027,0.011418256048077688
48572,2.219,0.007690605649968705,17.5,4.35,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.34,14974.4,0.25,117.3726,0.02,1.6752,56.18,1.5,1.55,0.05,2.13,0.014590733504298027,0.01776763048130727,0.007690605649968705
73729,2.168,-0.023251560373056993,15.800000190734863,4.21,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.34,14974.4,0.22,117.1764,0.05,1.6752,55.65,1.56,1.59,0.03,2.13,0.01776763048130727,0.01662054528551685,0.023251560373056993
48354,2.147,-0.009733564680755976,16.68000030517578,4.16,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.35,14974.4,0.17,117.3558,0.07,1.6752,55.33,1.61,1.62,0.01,2.13,0.01662054528551685,0.015221051117597214,0.009733564680755976
27811,2.157,0.004646848510375428,19.8700008392334,4.25,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.35,14974.4,0.21,117.3009,-0.02,1.6752,54.08,1.51,1.52,0.01,2.13,0.015221051117597214,0.016601983827180068,0.004646848510375428
95830,2.23,0.02267670867102972,19.31999969482422,4.22,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.34,14974.4,0.21,117.6658,0.0,1.6752,53.54,1.54,1.54,0.0,2.13,0.016601983827180068,0.016956741732579474,0.02267670867102972
110916,2.196,-0.01536406182474308,20.309999465942383,4.19,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.36,14974.4,0.18,117.75,-0.06,1.6752,54.99,1.53,1.49,-0.04,2.13,0.016956741732579474,0.01732206131823378,0.01536406182474308
140019,2.241,0.020284671171505717,19.350000381469727,4.17,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.36,14974.4,0.17,117.8767,-0.08,1.6752,55.76,1.5,1.47,-0.03,2.13,0.01732206131823378,0.01693354243497874,0.020284671171505717
140668,2.286,0.019881370553828995,17.8799991607666,4.08,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.39,14974.4,0.18,118.0625,-0.09,1.6752,56.67,1.53,1.5,-0.03,2.13,0.01693354243497874,0.015804882636055503,0.019881370553828995
76856,2.28,-0.0026281224062695806,18.979999542236328,4.09,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.35,14974.4,0.19,118.1575,-0.05,1.6752,55.07,1.5,1.5,0.0,2.13,0.015804882636055503,0.014842777694616047,0.0026281224062695806
129315,2.346,0.015031418939040142,19.65999984741211,4.23,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.29,14974.4,0.19,118.3113,-0.03,1.6752,53.91,1.47,1.47,0.0,2.13,0.014842777694616047,0.019608531462185625,0.015031418939040142
143079,2.447,0.04215103422925087,17.329999923706055,4.23,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.31,14974.4,0.18,117.6729,-0.04,1.6752,56.22,1.43,1.47,0.04,2.13,0.019608531462185625,0.020176965446854177,0.04215103422925087
146228,2.422,-0.010269139329634016,16.270000457763672,4.07,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.35,14974.4,0.17,117.4776,0.01,1.6752,56.33,1.55,1.57,0.02,2.13,0.020176965446854177,0.019693483469554962,0.010269139329634016
122382,2.489,0.027287378254554396,15.0,4.05,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.35,14974.4,0.21,117.1292,0.01,1.6752,56.45,1.53,1.55,0.02,2.13,0.019693483469554962,0.020789218946075782,0.027287378254554396
145951,2.604,0.03875998980949484,15.270000457763672,3.99,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.38,14974.4,0.22,117.0601,0.06,1.6752,57.88,1.58,1.63,0.05,2.13,0.020789218946075782,0.021507473192257903,0.03875998980949484
146562,2.582,-0.008484431921872109,15.199999809265137,3.9,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.4,14974.4,0.22,117.0887,0.12,1.6752,57.37,1.67,1.72,0.05,2.13,0.021507473192257903,0.022815034126921523,0.008484431921872109
117232,2.539,-0.016793989701909314,14.609999656677246,3.92,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.4,14974.4,0.21,117.3125,0.15,1.6752,55.66,1.68,1.75,0.07,2.13,0.022815034126921523,0.020946674511865524,0.016793989701909314
124056,2.58,0.01601909621098467,14.220000267028809,3.85,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.43,14974.4,0.21,116.8375,0.16,1.6752,55.13,1.72,1.79,0.07,2.13,0.020946674511865524,0.01915767995624933,0.01601909621098467
100658,2.621,0.015766525407743304,13.739999771118164,3.83,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.46,14974.4,0.22,116.7677,0.23,1.6752,54.76,1.79,1.9,0.11,2.13,0.01915767995624933,0.01754173990276254,0.015766525407743304
125980,2.682,0.0033613477027047063,14.670000076293945,3.8,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.48,14974.4,0.2,117.0251,0.17,1.6752,63.1,1.74,1.84,0.1,2.13,0.01754173990276254,0.017141800304542765,0.0033613477027047063
105785,2.663,-0.007109478027691635,14.4399995803833,3.81,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.46,14974.4,0.21,116.9826,0.15,1.6752,59.26,1.72,1.81,0.09,2.13,0.017141800304542765,0.01683592600154586,0.007109478027691635
83825,2.636,-0.010190690191534292,13.949999809265137,3.82,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.4,14974.4,0.25,116.9766,0.21,1.6752,58.19,1.77,1.8,0.03,2.13,0.01683592600154586,0.022195292816547533,0.010190690191534292
94224,2.541,-0.03670491230223388,14.050000190734863,3.77,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.41,14974.4,0.27,117.0861,0.18,1.6752,58.19,1.74,1.79,0.05,2.13,0.022195292816547533,0.020090421722682265,0.03670491230223388
52152,2.535,-0.002364067294880507,15.319999694824219,3.81,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.42,14974.4,0.26,117.1819,0.13,1.6752,57.92,1.69,1.74,0.05,2.13,0.020090421722682265,0.018926238678248997,0.002364067294880507
39955,2.53,0.009132483563272474,14.90999984741211,3.84,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.42,14974.4,0.21,117.2986,0.11,1.6752,58.69,1.68,1.72,0.04,2.13,0.018926238678248997,0.017458406060220467,0.009132483563272474
25797,2.505,-0.009930568202600689,17.049999237060547,3.9,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.39,14974.4,0.23,117.2227,0.06,1.6752,57.22,1.6,1.64,0.04,2.13,0.017458406060220467,0.016807814585457225,0.009930568202600689
105706,2.533,0.01111563648271012,15.960000038146973,3.91,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.41,14974.4,0.25,117.6527,0.13,1.6752,56.38,1.68,1.73,0.05,2.13,0.016807814585457225,0.02160567416976782,0.01111563648271012
179576,2.438,-0.038226339960458246,16.06999969482422,3.95,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.4,14974.4,0.31,117.7267,0.13,1.6752,56.24,1.66,1.7,0.04,2.13,0.02160567416976782,0.01996522278596275,0.038226339960458246
88508,2.396,-0.01737735080587703,17.219999313354492,3.99,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.36,14974.4,0.34,117.7218,0.16,1.6752,55.95,1.63,1.69,0.06,2.13,0.01996522278596275,0.01969012398415275,0.01737735080587703
104453,2.321,-0.02845806823805557,16.239999771118164,4.02,151169.0,3.6,77.6535,102.639,512561.0,21717.171,89.8,256.036,1.35,14974.4,0.25,117.9461,0.15,1.6752,54.09,1.63,1.68,0.05,2.13,0.01969012398415275,0.017844398482354182,0.02845806823805557
120560,2.298,-0.009958947865736142,18.559999465942383,4.08,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.33,15184.1,0.31,117.9595,0.13,1.7394,53.6,1.56,1.65,0.09,1.83,0.017844398482354182,0.01624418599301733,0.009958947865736142
109623,2.26,-0.016674366142369588,20.559999465942383,4.28,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.29,15184.1,0.31,117.9671,0.1,1.7394,52.67,1.48,1.6,0.12,1.83,0.01624418599301733,0.023668522401076607,0.016674366142369588
178839,2.335,0.03264707783666612,19.1200008392334,4.4,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.25,15184.1,0.37,117.6608,0.06,1.7394,52.41,1.39,1.54,0.15,1.83,0.023668522401076607,0.021844272436094277,0.03264707783666612
138168,2.349,0.005977814555915151,17.040000915527344,4.38,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.27,15184.1,0.35,117.5288,0.02,1.7394,52.84,1.4,1.52,0.12,1.83,0.021844272436094277,0.019805138639123147,0.005977814555915151
103187,2.295,-0.00608168685984995,17.860000610351562,4.31,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.27,15184.1,0.3,117.5533,0.05,1.7394,52.76,1.46,1.56,0.1,1.83,0.019805138639123147,0.018055236268568847,0.00608168685984995
84098,2.3,0.0021762794225954484,20.280000686645508,4.39,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.25,15184.1,0.33,117.7407,0.06,1.7394,52.64,1.42,1.54,0.12,1.83,0.018055236268568847,0.019624116756864873,0.0021762794225954484
99446,2.234,-0.029115422288095008,18.639999389648438,4.32,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.24,15184.1,0.32,117.6835,0.1,1.7394,52.63,1.47,1.59,0.12,1.83,0.019624116756864873,0.017909166472658843,0.029115422288095008
109136,2.205,-0.013066191748199632,17.56999969482422,4.26,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.29,15184.1,0.34,117.2801,0.15,1.7394,53.57,1.53,1.67,0.14,1.83,0.017909166472658843,0.017450968421607253,0.013066191748199632
106458,2.222,0.007680182318628784,15.579999923706055,4.1,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.34,15184.1,0.35,116.8239,0.2,1.7394,54.76,1.63,1.76,0.13,1.83,0.017450968421607253,0.016413540137306407,0.007680182318628784
110443,2.293,0.005685560909418059,14.569999694824219,4.08,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.34,15184.1,0.35,116.8239,0.2,1.7394,53.57,1.63,1.76,0.13,1.83,0.016413540137306407,0.018481075933335925,0.005685560909418059
104572,2.348,0.023702898090082483,13.539999961853027,4.01,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.33,15184.1,0.36,116.8111,0.21,1.7394,52.81,1.61,1.77,0.16,1.83,0.018481075933335925,0.01925721547540927,0.023702898090082483
127076,2.297,-0.02195997825888875,13.680000305175781,4.01,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.35,15184.1,0.37,116.6425,0.18,1.7394,53.42,1.58,1.75,0.17,1.83,0.01925721547540927,0.018166154401675665,0.02195997825888875
92604,2.32,0.009963261971257274,13.789999961853027,4.0,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.52,15184.1,0.34,116.2615,0.17,1.7394,53.89,1.6,1.76,0.16,1.83,0.018166154401675665,0.01783978988500255,0.009963261971257274
86554,2.359,0.016670614747319436,14.25,4.02,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.52,15184.1,0.32,116.1344,0.16,1.7394,53.75,1.58,1.76,0.18,1.83,0.01783978988500255,0.02064956645028363,0.016670614747319436
127291,2.243,-0.029000274834287187,14.0,3.98,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.53,15184.1,0.29,116.0436,0.19,1.7394,53.28,1.62,1.8,0.18,1.83,0.02064956645028363,0.02035036859007211,0.029000274834287187
98459,2.281,0.016799687764179914,14.460000038146973,3.99,151460.0,3.6,76.4496,101.4281,510648.0,21933.217,95.5,257.155,1.53,15184.1,0.32,115.9851,0.17,1.7394,54.21,1.6,1.78,0.18,1.83,0.02035036859007211,0.018446867763034464,0.016799687764179914
